Elemental Formula,Formula Type,Mass,C,H,O,N,P,S,O.C,H.C,N.C,P.C,N.P,Sample A1,Sample A2,Sample A3,Sample B1,Sample B2,Sample B3
C18H32O3,CHO,296.2351,18,32,3,0,0,0,0.17,1.78,0.00,0.00,0.00,692826.0963,902974.9529,153439.4601,1060461.359,3340753.144,727960.0399
C21H37O7N8PS,CHONPS,546.2584133,21,37,7,8,1,1,0.33,1.76,0.38,0.05,8.00,1006817.824,533031.1288,465469.8715,212123.203,212123.203,430281.6707
C26H41O6N5,CHON,519.3056733,26,41,6,5,0,0,0.23,1.58,0.19,0.00,0.00,676045.9555,1249852.264,1136528.425,1022988.104,1549983.831,216810.7264
C27H22O15,CHO,586.0959,27,22,15,0,0,0,0.56,0.81,0.00,0.00,0.00,2920927.62,7157233.04,1123351.14,15961028.98,7099097.741,9885086.253
C8H16O4N2S,CHONS,236.0830833,8,16,4,2,0,1,0.50,2.00,0.25,0.00,0.00,1704315.701,2947814.499,3541202.894,29499105.81,3974943.108,6958418.673
C19H30O9N6,CHON,486.2074233,19,30,9,6,0,0,0.47,1.58,0.32,0.00,0.00,2458818.77,1401337.179,3566389.609,1031975.184,1821727.755,1384825.87
C18H30O7N5P,CHONP,429.2223333,18,30,7,5,1,0,0.39,1.67,0.28,0.06,5.00,135292.2052,108282.4369,72512.68199,389841.767,359680.4587,128434.3757
C14H25O7N4P,CHONP,362.1801433,14,25,7,4,1,0,0.50,1.79,0.29,0.07,4.00,871566.8921,539996.3121,1275312.093,508012.0097,1256578.087,282126.317
C21H28O2,CHO,312.2089,21,28,2,0,0,0,0.10,1.33,0.00,0.00,0.00,1064969.745,1888774.327,1475332.927,3707621.853,1437403.454,2444595.956
C33H50O11N8S,CHONS,766.3319733,33,50,11,8,0,1,0.33,1.52,0.24,0.00,0.00,4014780.504,6195178.882,2247668.773,477680.4647,1952583.377,2018883.025
C22H33O9N5S,CHONS,543.1999033,22,33,9,5,0,1,0.41,1.50,0.23,0.00,0.00,364504.3023,222816.5825,1193702.127,1691003.599,1198392.314,439714.296
C34H65O8N9,CHON,727.4955833,34,65,8,9,0,0,0.24,1.91,0.26,0.00,0.00,195324.7599,1137273.264,162845.0614,377862.0179,309235.6522,1465334.752
C29H42O10,CHO,550.2778,29,42,10,0,0,0,0.34,1.45,0.00,0.00,0.00,13045550.55,15642678.83,9722638.086,17016983,10864825.32,14378249.86
C22H20O12,CHO,476.0955,22,20,12,0,0,0,0.55,0.91,0.00,0.00,0.00,1632984.8,1189866.968,364580.113,879820.6683,654062.251,879820.6683
C22H44,CH,308.3443,22,44,0,0,0,0,0.00,2.00,0.00,0.00,0.00,9998682.688,5726889.38,9704716.124,6744637.416,9717273.426,3313968.237
C26H47O7N5S,CHONS,573.3196133,26,47,7,5,0,1,0.27,1.81,0.19,0.00,0.00,20484530.29,20529790.81,20007975.05,38725786.76,20825625.31,21553482.28
C22H36O8N6S,CHONS,544.2315233,22,36,8,6,0,1,0.36,1.64,0.27,0.00,0.00,263118.2466,167186.3514,324533.0641,31610.33957,20336.28174,29885.79014
C24H43O9N5S,CHONS,577.2781433,24,43,9,5,0,1,0.38,1.79,0.21,0.00,0.00,5398.464958,16906.97465,16906.97465,103417.6564,141668.3477,7255.304494
C29H38O5N4,CHON,522.2842033,29,38,5,4,0,0,0.17,1.31,0.14,0.00,0.00,3742614.612,4623506.424,2766641.015,3945254.101,3035697.736,2636625.64
C23H32O7N6S,CHONS,536.2053133,23,32,7,6,0,1,0.30,1.39,0.26,0.00,0.00,748047.7775,1955612.338,3743153.699,7222462.019,9749824.792,9100769.97
C14H12O2,CHO,212.0837,14,12,2,0,0,0,0.14,0.86,0.00,0.00,0.00,1403864.056,966235.0483,293042.478,8207.334122,,5601.273314
C13H18O4N2,CHON,266.1266533,13,18,4,2,0,0,0.31,1.38,0.15,0.00,0.00,239752.529,985120.9163,684061.1017,4174265.225,2410005.327,3119892.647
C27H40O6N6S,CHONS,576.2730033,27,40,6,6,0,1,0.22,1.48,0.22,0.00,0.00,1658533.97,7861140.559,3432993.161,2989585.337,1449623.77,1675.876321
C21H40O8N6S2,CHONS,568.2349133,21,40,8,6,0,2,0.38,1.90,0.29,0.00,0.00,638957.003,1161705.338,1061335.117,737327.8132,890890.369,150339.1049
C14H12O4,CHO,244.07356,14,12,4,0,0,0,0.29,0.86,0.00,0.00,0.00,192275095.1,305744227.5,244935431.3,307776873.8,319948094.8,302176096.6
C21H28O11N4,CHON,512.1754533,21,28,11,4,0,0,0.52,1.33,0.19,0.00,0.00,641358.1496,406387.7419,338642.0279,147488.4851,390226.3958,134912.2737
C22H32O6N4S2,CHONS,512.1763333,22,32,6,4,0,2,0.27,1.45,0.18,0.00,0.00,62394967.26,62083899.96,64757935.13,116582827.8,62519448.32,55762021.52
C22H33O8N8P,CHONP,538.2499533,22,33,8,8,1,0,0.36,1.50,0.36,0.05,8.00,1139201.265,2073741.076,2259884.763,735968.7143,479077.3905,2663659.793
C20H28O8N4S2,CHONS,516.1348633,20,28,8,4,0,2,0.40,1.40,0.20,0.00,0.00,3978028.668,6925979.929,11083424.45,2958236.896,950727.4683,4615577.633
C14H27O4N,CHON,273.194,14,27,4,1,0,0,0.29,1.93,0.07,0.00,0.00,311415.5682,36736.52372,309943.0798,56078.59979,89727.61181,2774.018213
C23H28O8N5P,CHONP,503.2016033,23,28,8,5,1,0,0.35,1.22,0.22,0.04,5.00,257839.1211,848796.7047,467899.4433,619516.6269,2647811.528,410553.0844
C20H40O2,CHO,312.30283,20,40,2,0,0,0,0.10,2.00,0.00,0.00,0.00,133653.7851,71143.06207,61487.17207,62915.47049,74539.2376,149959.1065
C15H10O10S,CHOS,381.9995,15,10,10,0,0,1,0.67,0.67,0.00,0.00,0.00,1489292.528,1099644.085,1211547.512,1835205.116,741957.3464,2317533.342
C16H27O6N5S,CHONS,417.1681933,16,27,6,5,0,1,0.38,1.69,0.31,0.00,0.00,30675407.36,5602198.11,15803896.9,3071617.229,5017630.919,3163782.097
C16H23O4N5,CHON,349.1749933,16,23,4,5,0,0,0.25,1.44,0.31,0.00,0.00,151956.5397,756129.3533,474228.9106,1312122.404,838744.2975,745987.9511
C23H43O6N7,CHON,513.3274633,23,43,6,7,0,0,0.26,1.87,0.30,0.00,0.00,297564.4963,707930.4403,547770.549,1324724.711,1571635.644,7601.705252
C26H28O6,CHO,436.1886,26,28,6,0,0,0,0.23,1.08,0.00,0.00,0.00,536779.9682,1574031.507,696435.3787,731321.662,2371143.026,2214517.624
C22H20O10,CHO,444.1057,22,20,10,0,0,0,0.45,0.91,0.00,0.00,0.00,147877.1065,147877.1065,,8156.817635,9735.778636,
C15H29O4N3S,CHONS,347.1878733,15,29,4,3,0,1,0.27,1.93,0.20,0.00,0.00,1502735.668,2099090.727,1731682.77,1064651.213,2913951.304,254572.4474
C23H33O6N5,CHON,475.2430733,23,33,6,5,0,0,0.26,1.43,0.22,0.00,0.00,431295.4622,271765.0347,645522.7167,192217.128,1461168.588,264464.8905
C18H21O2,CHO,348.0725,18,21,2,0,0,0,0.11,1.17,0.00,0.00,0.00,1302922.462,2358582.753,1120666.458,964398.0282,595173.3082,93787.44659
C33H56O6N8,CHON,660.4322633,33,56,6,8,0,0,0.18,1.70,0.24,0.00,0.00,2973.636093,4709.031949,2743.992833,12778.51231,8156.405216,1559.622997
C25H34O9,CHO,478.2203,25,34,9,0,0,0,0.36,1.36,0.00,0.00,0.00,4235447.518,3835115.56,8083036.879,7550562.598,20428318.96,2810459.921
C8H17ONS2,CHONS,207.0752,8,17,1,1,0,2,0.13,2.13,0.13,0.00,0.00,375998.1025,1623479.268,796450.7044,921310.3955,2106386.357,417850.1765
C16H24O9N4,CHON,416.1543133,16,24,9,4,0,0,0.56,1.50,0.25,0.00,0.00,610032.6538,865854.8353,451996.7993,1037047.093,3160132.405,36810.92298
C22H37O8N5S2,CHONS,563.2083533,22,37,8,5,0,2,0.36,1.68,0.23,0.00,0.00,1130292.792,8794038.777,1408999.086,4090809.856,5766795.283,
C7H14O2,CHO,130.0994,7,14,2,0,0,0,0.29,2.00,0.00,0.00,0.00,388610.4384,674939.0903,740986.5581,876898.8377,811746.8031,58545.5315
C7H10O2,CHO,126.0681,7,10,2,0,0,0,0.29,1.43,0.00,0.00,0.00,709933.7983,652540.1705,1078715.1,1617271.861,1295460.524,593415.1806
C30H35O5N5,CHON,545.2638033,30,35,5,5,0,0,0.17,1.17,0.17,0.00,0.00,9036.873169,4861101.713,2114531.242,390941.2509,700276.226,5025319.954
C28H53O6N5S,CHONS,587.3716433,28,53,6,5,0,1,0.21,1.89,0.18,0.00,0.00,67029.81629,112693.8266,17905.71771,11532.07112,2553.773069,23324.57639
C38H60O18N12,CHON,972.4148433,38,60,18,12,0,0,0.47,1.58,0.32,0.00,0.00,293312.2119,112560.2766,234050.3188,388400.6523,554369.2526,381383.922
C6H11O4N3,CHON,189.0749533,6,11,4,3,0,0,0.67,1.83,0.50,0.00,0.00,759548.6326,1113367.779,1840389.461,580684.2894,1643844.271,553341.6004
C31H47O7N7S,CHONS,661.3257633,31,47,7,7,0,1,0.23,1.52,0.23,0.00,0.00,1288000.811,474485.2425,492826.2912,120954.8248,17195.39165,1832.125392
C26H40O4,CHO,416.2927,26,40,4,0,0,0,0.15,1.54,0.00,0.00,0.00,506261.156,513490.9446,403175.3874,940814.1986,514307.4936,767165.0541
C33H58O11N12S,CHONS,830.4068733,33,58,11,12,0,1,0.33,1.76,0.36,0.00,0.00,58858393.98,13793291.69,62396297.93,3164662.873,2619847.947,2322251.997
C19H31O7N9S,CHONS,529.2067133,19,31,7,9,0,1,0.37,1.63,0.47,0.00,0.00,68833.40033,1496000.74,802687.9498,654778.8599,634752.1929,1538325.462
C15H27O2,CHO,245.2431,15,27,2,0,0,0,0.13,1.80,0.00,0.00,0.00,58794.94496,57675.26588,115451.3604,86148.03155,88214.35388,12662.06884
C38H41O19,CHO,801.2242,38,41,19,0,0,0,0.50,1.08,0.00,0.00,0.00,11858182.66,4349997.873,5629640.435,2993871.464,2090737.369,4234003.154
C16H16O3,CHO,256.109945,16,16,3,0,0,0,0.19,1.00,0.00,0.00,0.00,58629.90954,461358.7433,356021.7215,9089204.312,16019869.82,4659.898661
C8H14O3N2,CHON,186.1004333,8,14,3,2,0,0,0.38,1.75,0.25,0.00,0.00,226380.5719,507253.1034,802350.2563,611263.2819,753843.8344,353393.8457
C23H34O5N8S,CHONS,534.2372833,23,34,5,8,0,1,0.22,1.48,0.35,0.00,0.00,1571383.031,658374.685,2661467.819,783692.1404,4423674.269,665742.2943
C46H80O10N12,CHON,960.6120033,46,80,10,12,0,0,0.22,1.74,0.26,0.00,0.00,282137.4957,759128.0977,887593.1782,1055543.7,292648.7598,661309.8219
C34H70,CH,478.5478,34,70,0,0,0,0,0.00,2.06,0.00,0.00,0.00,683087.0659,1443551.726,910080.5487,3443097.92,3521171.613,620.6900244
C10H11O7N4P,CHONP,330.036539,10,11,7,4,1,0,0.70,1.10,0.40,0.10,4.00,11192153.85,40749355.32,56076558.71,90365946.1,109814066.1,75002987.46
C21H42O8NP,CHONP,467.2648,21,42,8,1,1,0,0.38,2.00,0.05,0.05,1.00,267454.7506,189136.36,133428.1662,307213.0095,574325.4968,625955.1611
C30H32O7,CHO,504.2148,30,32,7,0,0,0,0.23,1.07,0.00,0.00,0.00,6892590.331,4112576.923,6691574.079,4918263.684,5170448.292,839951.1762
C26H37O10N5,CHON,579.2540233,26,37,10,5,0,0,0.38,1.42,0.19,0.00,0.00,2486856.795,364893.8246,1212053.883,1820402.942,2107296.615,877375.5735
C24H30O6N4,CHON,470.2165233,24,30,6,4,0,0,0.25,1.25,0.17,0.00,0.00,416953.7745,675328.3534,55859.72726,305422.6437,320179.9517,223774.3106
C27H45O4N,CHON,447.3349,27,45,4,1,0,0,0.15,1.67,0.04,0.00,0.00,462533.6073,448479.168,278941.9851,445216.9849,157788.487,361624.7731
C12H22O4,CHO,230.1518,12,22,4,0,0,0,0.33,1.83,0.00,0.00,0.00,15943973.79,47224601.01,21556092.06,34976332.13,37119355.29,9012902.551
C26H38O6N8S,CHONS,590.2634933,26,38,6,8,0,1,0.23,1.46,0.31,0.00,0.00,403569.6122,384116.8659,31117.42853,166240.7511,499489.6482,12592.2093
C27H46O,CHO,386.3549,27,46,1,0,0,0,0.04,1.70,0.00,0.00,0.00,513873.9974,1008265.855,497947.0571,970707.3256,1514460.441,1423988.89
C23H35O9N5,CHON,525.2434733,23,35,9,5,0,0,0.39,1.52,0.22,0.00,0.00,978058.7607,4409131.164,6063305.555,4438634.975,5232493.265,819431.5045
C38H50O14N8,CHON,842.3446433,38,50,14,8,0,0,0.37,1.32,0.21,0.00,0.00,6816.872936,26097.40385,2429.411686,6993.7372,19884.60859,11243.2566
C21H34O7N4,CHON,454.2427333,21,34,7,4,0,0,0.33,1.62,0.19,0.00,0.00,231763.808,293255.1326,72299.82787,3008.154603,1917.426477,13925.6282
C16H29O6N5,CHON,387.2117733,16,29,6,5,0,0,0.38,1.81,0.31,0.00,0.00,1294039.314,1067878.48,3167367.917,16739375.95,5564604.162,8884663.555
C12H23O5N,CHON,261.1576,12,23,5,1,0,0,0.42,1.92,0.08,0.00,0.00,143139.2208,134754.5068,358421.8329,45478.60094,922.7538866,20382.10941
C25H36O6N8,CHON,544.2757733,25,36,6,8,0,0,0.24,1.44,0.32,0.00,0.00,12228291.73,18378777.73,13546273.54,16117571.71,14871320.54,11773825.54
C8H14O5N2,CHON,218.0902633,8,14,5,2,0,0,0.63,1.75,0.25,0.00,0.00,273952.7284,217756.1289,403772.0545,775648.1762,680876.0537,1156729.511
C13H27O2N,CHON,229.2042,13,27,2,1,0,0,0.15,2.08,0.08,0.00,0.00,287413.9895,1209548.086,133717.1439,7821.079553,653.405259,12792.57966
C2H2O2,CHO,263.8242,2,2,2,0,0,0,1.00,1.00,0.00,0.00,0.00,257302.9134,124911.7436,300358.8222,30073.58004,46563.61976,21808.75761
C24H42O6N10,CHON,566.3288633,24,42,6,10,0,0,0.25,1.75,0.42,0.00,0.00,9015680.062,2249684.171,9183792.74,13226297.89,12583044.54,973437.0211
C25H48O8N6,CHON,560.3534,25,48,8,6,0,0,0.32,1.92,0.24,0.00,0.00,134817.4545,117341.8967,77348.42261,700043.3111,372594.0151,2185.401126
C28H24O13,CHO,568.1217,28,24,13,0,0,0,0.46,0.86,0.00,0.00,0.00,74539.0954,126384.5306,146305.5766,117704.9792,195492.8194,155219.1335
C36H71O8P,CHOP,662.4887,36,71,8,0,1,0,0.22,1.97,0.00,0.03,0.00,4176408.481,2765468.985,9700712.917,1997802.89,5937286.813,7020732.308
C17H32O4,CHO,300.2301,17,32,4,0,0,0,0.24,1.88,0.00,0.00,0.00,2227725.243,2663514.3,4341826.692,2855436.967,1024518.835,1552923.521
C21H33O5N11,CHON,519.2666033,21,33,5,11,0,0,0.24,1.57,0.52,0.00,0.00,6039032.911,6216524.881,10378280.35,10654099.59,20395909.53,5259667.696
C11H19O4N,CHON,229.1314,11,19,4,1,0,0,0.36,1.73,0.09,0.00,0.00,256666.7073,932907.0785,403331.4171,206198.8966,601225.2499,
C23H31O6N7S2,CHONS,565.1777233,23,31,6,7,0,2,0.26,1.35,0.30,0.00,0.00,2227589.386,4740212.145,10096894.78,6512992.256,16568482.18,12553739.48
C20H33O5N7,CHON,451.2543033,20,33,5,7,0,0,0.25,1.65,0.35,0.00,0.00,797164.6612,1118977.772,797164.6612,82547.57783,34075.14839,
C23H46,CH,322.36,23,46,0,0,0,0,0.00,2.00,0.00,0.00,0.00,4341067.197,4866761.976,5227296.891,5806405.962,6589043.296,7280918.939
C27H56O7NP,CHONP,537.3794,27,56,7,1,1,0,0.26,2.07,0.04,0.04,1.00,40345.35574,47445.53114,55640.91841,3332424.636,2524485.038,4303320.607
C16H30O,CHO,238.23,16,30,1,0,0,0,0.06,1.88,0.00,0.00,0.00,3443227.277,2017996.817,685583.3164,617413.486,1439262.562,2825689.916
C25H32O8,CHO,460.20972,25,32,8,0,0,0,0.32,1.28,0.00,0.00,0.00,1930024.295,1933645.244,1891790.762,3482665.503,3143766.013,1865016.416
C18H16O3,CHO,280.1099,18,16,3,0,0,0,0.17,0.89,0.00,0.00,0.00,3926411.738,2558416.922,1233318.838,5181371.939,9918051.47,2614371.74
C28H44O4,CHO,444.324,28,44,4,0,0,0,0.14,1.57,0.00,0.00,0.00,646407.0139,1806897.52,1011521.05,1003423.81,1067368.499,952187.6188
C18H33O4N7,CHON,411.2593933,18,33,4,7,0,0,0.22,1.83,0.39,0.00,0.00,1949802.806,2862448.381,1854957.074,2865415.418,3086384.055,1490284.159
C9H14O7N2,CHON,262.0800933,9,14,7,2,0,0,0.78,1.56,0.22,0.00,0.00,1148113.619,798102.8144,254409.0035,1198647.464,1307530.344,1305231.934
C9H16O,CHO,140.1201,9,16,1,0,0,0,0.11,1.78,0.00,0.00,0.00,4450742.134,4332068.967,575277.7821,6433386.197,6963322.657,2621617.924
C14H23O7N3,CHON,345.1535933,14,23,7,3,0,0,0.50,1.64,0.21,0.00,0.00,49221.13196,7315.788942,4885.955599,6985.197198,70566.51956,
C27H47O2N,CHON,417.3607,27,47,2,1,0,0,0.07,1.74,0.04,0.00,0.00,10621948.48,9491537.488,8074758.108,7174643.604,2111312.866,3948481.035
C28H50O7N6,CHON,582.3740833,28,50,7,6,0,0,0.25,1.79,0.21,0.00,0.00,1482.412673,846.3021442,1416.958052,680.489455,187.2806771,606.8973423
C27H32O11,CHO,532.1945,27,32,11,0,0,0,0.41,1.19,0.00,0.00,0.00,3184.834918,1001002.959,300867.6493,642421.6685,340849.9719,294554.1589
C21H33O6N7S,CHONS,511.2213033,21,33,6,7,0,1,0.29,1.57,0.33,0.00,0.00,403463.3495,309424.1636,147618.5217,1014941.417,622746.8765,954518.6808
C25H45O8N7,CHON,571.3329433,25,45,8,7,0,0,0.32,1.80,0.28,0.00,0.00,3414847.09,3607443.284,2642909.482,3054410.653,2996972.834,2583825.618
C20H34O10N7PS,CHONPS,565.2166133,20,34,10,7,1,1,0.50,1.70,0.35,0.05,7.00,14204.95166,12018.4465,6671.261021,77673.57841,14600.7323,1733.123829
C7H13O5N3,CHON,219.0855233,7,13,5,3,0,0,0.71,1.86,0.43,0.00,0.00,3591893.853,4487076.332,757677.9543,67485.42789,3151.565817,48603.43489
C22H28O2,CHO,324.2089,22,28,2,0,0,0,0.09,1.27,0.00,0.00,0.00,370624.5154,580392.3827,566996.1742,863373.2621,884226.0545,1085999.517
C30H43O5N7,CHON,581.3325533,30,43,5,7,0,0,0.17,1.43,0.23,0.00,0.00,3229921.763,6783551.056,8058753.538,11853787.22,7498584.423,4772181.855
C24H37O6N8PS,CHONPS,566.2635033,24,37,6,8,1,1,0.25,1.54,0.33,0.04,8.00,349319.3694,1045799.469,1245171.002,4173168.051,3375389.872,2670434.777
C12H16O3N2S,CHONS,268.0881633,12,16,3,2,0,1,0.25,1.33,0.17,0.00,0.00,363303.3082,213320.3141,401097.149,23981.58191,6034.662006,82104.21024
C20H29O4N3,CHON,375.2157933,20,29,4,3,0,0,0.20,1.45,0.15,0.00,0.00,754265.5662,1163769.166,100799.5614,2737427.195,3955849.086,35424.39162
C27H43O2,CHO,418.3247,27,43,2,0,0,0,0.07,1.59,0.00,0.00,0.00,26070.19439,120085.104,226700.3943,480987.9816,280734.1496,85768.4084
C19H31O7N6PS,CHONPS,488.2053233,19,31,7,6,1,1,0.37,1.63,0.32,0.05,6.00,4774587.589,11538368.5,11989384.8,6765996.575,7105934.418,752478.6787
C30H34O5,CHO,474.2406,30,34,5,0,0,0,0.17,1.13,0.00,0.00,0.00,343213.782,157362.4249,121826.7074,228029.4794,88352.24278,2562.310162
C11H21O3N5,CHON,271.1644333,11,21,3,5,0,0,0.27,1.91,0.45,0.00,0.00,1493988.737,1958587.278,527538.9461,3710811.662,3585204.286,817476.3574
C20H31O4N3S,CHONS,409.2035233,20,31,4,3,0,1,0.20,1.55,0.15,0.00,0.00,379271.1848,1037014.874,290548.4914,328805.687,178801.4694,581630.568
C27H43ON,CHON,397.3345,27,43,1,1,0,0,0.04,1.59,0.04,0.00,0.00,132473.144,240277.0923,296116.0653,511742.1898,1033766.928,205281.7691
C19H34O6N4S,CHONS,446.2199033,19,34,6,4,0,1,0.32,1.79,0.21,0.00,0.00,61808.70641,480644.1091,862842.3731,664072.0487,2627712.463,724242.2028
C17H14O7,CHO,330.074,17,14,7,0,0,0,0.41,0.82,0.00,0.00,0.00,669660.1011,530075.3744,250944.0244,631231.7897,956912.4585,266497.8347
C17H24O13N4,CHON,492.1339733,17,24,13,4,0,0,0.76,1.41,0.24,0.00,0.00,322066.3742,453444.6539,130674.7085,80302.10068,47497.10421,47497.10421
C2H3O2,CHO,137.9316,2,3,2,0,0,0,1.00,1.50,0.00,0.00,0.00,3572346.885,3598161.008,4259821.863,3290573.382,5667068.251,2532.629747
C18H32O8N8S,CHONS,520.2063833,18,32,8,8,0,1,0.44,1.78,0.44,0.00,0.00,149002.9571,209775.7426,241190.6073,4791401.606,2439343.216,4139.260329
C29H48O9N10P2,CHONP,682.3762133,29,48,9,10,2,0,0.31,1.66,0.34,0.07,5.00,3735366.065,4891279.152,4951142.461,4684893.55,3151466.376,1539586.629
C16H30O2,CHO,254.22458,16,30,2,0,0,0,0.13,1.88,0.00,0.00,0.00,535926.3198,585302.9939,652250.434,1275258.25,1680234.086,972751.3799
C40H76O2,CHO,588.5845,40,76,2,0,0,0,0.05,1.90,0.00,0.00,0.00,578879.9444,1269852.483,1110038.076,2528044.221,1316234.457,863154.099
C29H58O7NP,CHONP,563.3951,29,58,7,1,1,0,0.24,2.00,0.03,0.03,1.00,1489004.509,428214.3676,1521924.995,1380016.696,1183209.306,1491820.085
C20H27O10N5,CHON,497.1757833,20,27,10,5,0,0,0.50,1.35,0.25,0.00,0.00,1646215.817,3533878.853,2006164.643,8819364.77,23540704.85,17294516.29
C21H39O6N,CHON,401.2777,21,39,6,1,0,0,0.29,1.86,0.05,0.00,0.00,259580.7632,321554.9077,179634.9966,849411.8011,439884.3515,2104092.153
C20H18O6,CHO,354.1103,20,18,6,0,0,0,0.30,0.90,0.00,0.00,0.00,935679.9087,5277925.842,300240.2634,2112888.942,1467812.369,1986494.543
C21H38O5N10,CHON,510.3026533,21,38,5,10,0,0,0.24,1.81,0.48,0.00,0.00,6847102.637,16768548.42,22226646.52,22103075.08,36571090.96,5488479.689
C18H24O3,CHO,288.1725,18,24,3,0,0,0,0.17,1.33,0.00,0.00,0.00,185388.1583,157791.6425,16627.31392,683374.1682,977125.5884,94206.60471
C15H12O5,CHO,272.068475,15,12,5,0,0,0,0.33,0.80,0.00,0.00,0.00,1422451.433,905181.3609,751925.3719,1591008.952,1947136.556,
C18H27O4N3,CHON,349.2001433,18,27,4,3,0,0,0.22,1.50,0.17,0.00,0.00,1003078.488,338257.3517,1077329.151,2639447.135,1238252.937,1419730.382
C31H31O4N5,CHON,537.2375933,31,31,4,5,0,0,0.13,1.00,0.16,0.00,0.00,73353.67083,284860.2099,432129.5686,816799.8896,521867.6401,523182.7148
C27H39O2,CHO,409.393,27,39,2,0,0,0,0.07,1.44,0.00,0.00,0.00,684835.7398,164507.0588,978210.6184,300689.6895,249314.6296,
C27H47O8N5,CHON,569.3424433,27,47,8,5,0,0,0.30,1.74,0.19,0.00,0.00,2815.281852,239396.4478,201454.4052,625423.2898,895218.0096,146045.0374
C12H20O7N6,CHON,360.1393233,12,20,7,6,0,0,0.58,1.67,0.50,0.00,0.00,96767.03381,145859.296,55480.52386,7647497.786,1028021.914,3328268.025
C20H32O6,CHO,368.2199,20,32,6,0,0,0,0.30,1.60,0.00,0.00,0.00,823907.2275,589406.9412,71916.04887,5847.135751,13128.432,10787.71079
C17H30O2,CHO,266.2246,17,30,2,0,0,0,0.12,1.76,0.00,0.00,0.00,8334822.602,12105004.94,8248753.68,12060410.51,11833281.17,12000097.2
C14H22O5N4,CHON,326.1590133,14,22,5,4,0,0,0.36,1.57,0.29,0.00,0.00,9729917.607,16804815.57,3465836.99,14440515.85,15930805.1,7036122.954
C29H35O7N5S,CHONS,597.2257133,29,35,7,5,0,1,0.24,1.21,0.17,0.00,0.00,130991.4807,2193515.491,3845892.209,5363173.415,5834782.07,5320702.349
C12H21O7N3,CHON,319.1379433,12,21,7,3,0,0,0.58,1.75,0.25,0.00,0.00,8262495.174,957083.5483,6321013.75,4290436.677,538705.0303,4959343.222
C6H10O8,CHO,210.0376,6,10,8,0,0,0,1.33,1.67,0.00,0.00,0.00,485680.469,637732.3143,1108946.961,1898058.853,1246268.897,445108.1079
C22H22O11,CHO,462.116215,22,22,11,0,0,0,0.50,1.00,0.00,0.00,0.00,60658.26653,66340.45157,81317.57967,165006.8869,114432.9408,2021.399375
C15H12O7,CHO,304.0583,15,12,7,0,0,0,0.47,0.80,0.00,0.00,0.00,162951.514,265462.8483,130738.5988,90227.1153,56857.81977,
C23H38O5N6,CHON,478.2903533,23,38,5,6,0,0,0.22,1.65,0.26,0.00,0.00,545048.5461,520064.5973,1557044.071,1134642.35,467306.2215,647590.7925
C11H22O4N6S,CHONS,334.1423233,11,22,4,6,0,1,0.36,2.00,0.55,0.00,0.00,4327131.697,4066316.312,1897264.941,3331903.259,2811419.268,2401369.557
C36H66O5,CHO,578.491,36,66,5,0,0,0,0.14,1.83,0.00,0.00,0.00,223552.2681,606234.0799,687866.4336,631760.6206,947440.3325,225386.1595
C23H47O5N13,CHON,585.3823033,23,47,5,13,0,0,0.22,2.04,0.57,0.00,0.00,75150.22073,56197.39266,58682.76887,54416.30087,60338.8681,9216.678703
C19H27O7N6P,CHONP,452.2019433,19,27,7,6,1,0,0.37,1.42,0.32,0.05,6.00,3264421.532,19968582.6,26334737.21,9458639.982,7930425.431,7419430.047
C24H34O4,CHO,386.2457,24,34,4,0,0,0,0.17,1.42,0.00,0.00,0.00,221591.9409,1136532.406,1596889.703,1187645.155,513552.4258,852777.8824
C35H54O10N12S2,CHONS,866.3527333,35,54,10,12,0,2,0.29,1.54,0.34,0.00,0.00,2879876.428,3894467.344,12003200.95,13666540.55,16672154.84,13818126.63
C15H29O5N7,CHON,387.2230033,15,29,5,7,0,0,0.33,1.93,0.47,0.00,0.00,1475775.379,3582474.275,4284503.117,7504045.075,5683756.718,3467323.677
C18H28O7N4,CHON,412.1957833,18,28,7,4,0,0,0.39,1.56,0.22,0.00,0.00,3805322.793,2113505.842,2738696.462,214229.1149,155285.6014,152552.6584
C31H51O15N13S,CHONS,877.3348233,31,51,15,13,0,1,0.48,1.65,0.42,0.00,0.00,2950411.15,1726621.768,1036108.644,1133047.361,6202118.402,2887092.516
C27H44O6,CHO,464.3138,27,44,6,0,0,0,0.22,1.63,0.00,0.00,0.00,789913.0967,664112.7504,672277.1116,677097.5332,355226.7903,95983.61558
C17H33O7N5,CHON,419.2379933,17,33,7,5,0,0,0.41,1.94,0.29,0.00,0.00,4868460.801,421140.636,891995.0001,985619.0209,1105473.654,43441.89703
C23H24O11,CHO,476.1319,23,24,11,0,0,0,0.48,1.04,0.00,0.00,0.00,5051884.396,1968431.455,1487135.029,424612.5701,1518067.174,1559697.889
C11H12O4,CHO,208.07356,11,12,4,0,0,0,0.36,1.09,0.00,0.00,0.00,986451.2694,273837.7595,30213.97811,2280.202809,1957.220334,9234.941076
C16H12O16S3,CHOS,555.9288,16,12,16,0,0,3,1.00,0.75,0.00,0.00,0.00,17130249.22,27576859.33,22929359.34,4880698.168,31912329.58,11932912.77
C24H42O7N7P,CHONP,541.3223833,24,42,7,7,1,0,0.29,1.75,0.29,0.04,7.00,155552.9134,767938.0467,584317.2631,229781.716,500998.7906,1138265.03
